山东电信,#genre#
鸡毛飞上天,http://tv.zimtv.cn/tv/player/api/huya.php?id=29982664
鸡毛飞上天,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29982664
天仙配,http://tv.zimtv.cn/tv/player/api/huya.php?id=29982663
天仙配,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29982663
铁齿铜牙纪晓岚,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342396
铁齿铜牙纪晓岚,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11342396
亮剑,http://tv.zimtv.cn/tv/player/api/huya.php?id=30080238
亮剑,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=30080238
三国演义,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352944
三国演义,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352944
神探狄仁杰,http://tv.zimtv.cn/tv/player/api/huya.php?id=27834853
神探狄仁杰,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352958
神探狄仁杰,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=27834853
神探狄仁杰,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352958
乡村爱情,http://tv.zimtv.cn/tv/player/api/huya.php?id=30080255
乡村爱情,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=30080255
雪中悍刀行,http://tv.zimtv.cn/tv/player/api/huya.php?id=11336592
雪中悍刀行,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11336592
扫黑风暴,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342404
扫黑风暴,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11342404
新雪豹,http://tv.zimtv.cn/tv/player/api/huya.php?id=29580970
新雪豹,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29580970
剑来,http://tv.zimtv.cn/tv/player/api/huya.php?id=11336592
剑来,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11336592
鬼吹灯,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352871
鬼吹灯,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352883
鬼吹灯,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352871
鬼吹灯,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352883
情满四合院,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342426
情满四合院,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11342426
延禧攻略,http://tv.zimtv.cn/tv/player/api/huya.php?id=26355864
延禧攻略,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=26355864
水浒传,http://tv.zimtv.cn/tv/player/api/huya.php?id=26355860
水浒传,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=26355860
倚天屠龙记,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342403
倚天屠龙记,http://tv.zimtv.cn/tv/player/api/huya.php?id=23734246
倚天屠龙记,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11342403
倚天屠龙记,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23734246
笑傲江湖,http://tv.zimtv.cn/tv/player/api/huya.php?id=26355790
笑傲江湖,http://tv.zimtv.cn/tv/player/api/huya.php?id=23865142
笑傲江湖,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=26355790
笑傲江湖,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23865142
李卫当官,http://tv.zimtv.cn/tv/player/api/huya.php?id=26355788
李卫当官,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=26355788
康熙微服私访记,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342418
康熙微服私访记,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11342418
都挺好,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059594
都挺好,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=21059594
父母爱情,http://tv.zimtv.cn/tv/player/api/huya.php?id=11602071
父母爱情,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11602071
鹊刀门,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352963
鹊刀门,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352963
大染坊,http://tv.zimtv.cn/tv/player/api/huya.php?id=11602086
大染坊,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11602086
插翅难逃,http://tv.zimtv.cn/tv/player/api/huya.php?id=11601970
插翅难逃,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11601970
大宋提刑官,http://tv.zimtv.cn/tv/player/api/huya.php?id=26355856
大宋提刑官,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=26355856
超级交通站,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342433
超级交通站,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11342433
天龙八部（胡军）,http://tv.zimtv.cn/tv/player/api/huya.php?id=20985816
天龙八部（胡军）,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=20985816
民调局异闻录,http://tv.zimtv.cn/tv/player/api/huya.php?id=26355820
民调局异闻录,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=26355820
中国功夫,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352941
中国功夫,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352941
花千骨,http://tv.zimtv.cn/tv/player/api/huya.php?id=26355839
花千骨,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=26355839
龙门镖局,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352874
龙门镖局,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352874
医馆笑传,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352891
医馆笑传,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352891
康熙大帝,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352940
康熙大帝,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352940
朱元璋,http://tv.zimtv.cn/tv/player/api/huya.php?id=29910845
朱元璋,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29910845
张卫健版西游记,http://tv.zimtv.cn/tv/player/api/huya.php?id=23728660
张卫健版西游记,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23728660
楚汉骄雄,http://tv.zimtv.cn/tv/player/api/huya.php?id=23740156
楚汉骄雄,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23740156
鹿鼎记小春版,http://tv.zimtv.cn/tv/player/api/huya.php?id=23865080
鹿鼎记小春版,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23865080
天龙八部97版,http://tv.zimtv.cn/tv/player/api/huya.php?id=23903123
天龙八部97版,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23903123
刑事侦缉档案,http://tv.zimtv.cn/tv/player/api/huya.php?id=23734169
刑事侦缉档案,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23734169
寻秦记,http://tv.zimtv.cn/tv/player/api/huya.php?id=23864973
寻秦记,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23864973
法证先锋,http://tv.zimtv.cn/tv/player/api/huya.php?id=23863804
法证先锋,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23863804
陀枪师姐,http://tv.zimtv.cn/tv/player/api/huya.php?id=23860039
陀枪师姐,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23860039
洗冤录,http://tv.zimtv.cn/tv/player/api/huya.php?id=23903130
洗冤录,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23903130
神雕侠侣,http://tv.zimtv.cn/tv/player/api/huya.php?id=23865171
神雕侠侣,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23865171
鉴证实录,http://tv.zimtv.cn/tv/player/api/huya.php?id=23903183
鉴证实录,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23903183
创世纪,http://tv.zimtv.cn/tv/player/api/huya.php?id=23749083
创世纪,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23749083
孙红雷,http://tv.zimtv.cn/tv/player/api/huya.php?id=11601970
孙红雷,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11601970
使徒行者,http://tv.zimtv.cn/tv/player/api/huya.php?id=23734256
使徒行者,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23734256
金枝欲孽,http://tv.zimtv.cn/tv/player/api/huya.php?id=23865036
金枝欲孽,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23865036
大唐双龙传,http://tv.zimtv.cn/tv/player/api/huya.php?id=23728674
大唐双龙传,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23728674
妙手仁心,http://tv.zimtv.cn/tv/player/api/huya.php?id=23829543
妙手仁心,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23829543
扫黄先锋,http://tv.zimtv.cn/tv/player/api/huya.php?id=23903196
扫黄先锋,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23903196
笑看风云,http://tv.zimtv.cn/tv/player/api/huya.php?id=23865058
笑看风云,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23865058
秦始皇,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059634
秦始皇,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=21059634
大时代,http://tv.zimtv.cn/tv/player/api/huya.php?id=23865161
大时代,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23865161
外科医生,http://tv.zimtv.cn/tv/player/api/huya.php?id=29982672
外科医生,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29982672
雀刀门传奇,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352963
雀刀门传奇,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352963
经典港剧,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352965
经典港剧,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352965
魏璎珞,http://tv.zimtv.cn/tv/player/api/huya.php?id=26355864
魏璎珞,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=26355864
毛骗,http://tv.zimtv.cn/tv/player/api/huya.php?id=26355791
毛骗,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=26355791
鬼吹灯全集,http://tv.zimtv.cn/tv/player/api/huya.php?id=29768105
鬼吹灯全集,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29768105
贺岁喜剧,http://tv.zimtv.cn/tv/player/api/huya.php?id=11601986
贺岁喜剧,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11601986
新白娘子传奇,http://tv.zimtv.cn/tv/player/api/huya.php?id=26355768
新白娘子传奇,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=26355768
张卫健版鹿鼎记,http://tv.zimtv.cn/tv/player/api/huya.php?id=26355806
张卫健版鹿鼎记,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=26355806
86版西游记,http://tv.zimtv.cn/tv/player/api/huya.php?id=26355861
86版西游记,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=26355861
经典宫斗剧,http://tv.zimtv.cn/tv/player/api/huya.php?id=26355845
经典宫斗剧,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=26355845
宫斗剧,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465868
宫斗剧,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465868
宝莲灯前传,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059557
宝莲灯前传,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=21059557
万万没想到,http://tv.zimtv.cn/tv/player/api/huya.php?id=26355850
万万没想到,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=26355850
盛世大唐,http://tv.zimtv.cn/tv/player/api/huya.php?id=26355763
盛世大唐,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=26355763
陆小凤,http://tv.zimtv.cn/tv/player/api/huya.php?id=29808803
陆小凤,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29808803
王子变青蛙,http://tv.zimtv.cn/tv/player/api/huya.php?id=11601964
王子变青蛙,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11601964
绝代双骄,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465867
绝代双骄,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465867
橘生淮南，暗恋成诗,http://tv.zimtv.cn/tv/player/api/huya.php?id=29982670
橘生淮南，暗恋成诗,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29982670
十大奇冤,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352899
十大奇冤,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352899
古装剧集,http://tv.zimtv.cn/tv/player/api/huya.php?id=11601979
古装剧集,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11601979
芈月传,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352975
芈月传,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352975
有翡(试播),http://tv.zimtv.cn/tv/player/api/huya.php?id=29580970
有翡(试播),http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29580970
胡斐(试播),http://tv.zimtv.cn/tv/player/api/huya.php?id=26355765
胡斐(试播),http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=26355765
国产科幻(试播),http://tv.zimtv.cn/tv/player/api/huya.php?id=11602077
国产科幻(试播),http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11602077
活佛济公,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342400
活佛济公,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11342400
轩辕剑之天之痕,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059596
轩辕剑之天之痕,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=21059596
繁花,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059580
繁花,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=21059580
民兵葛二蛋,http://tv.zimtv.cn/tv/player/api/huya.php?id=11602072
民兵葛二蛋,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11602072
开端,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342397
开端,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11342397
铁道游击队,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352936
铁道游击队,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352936
西游记（TVB版）,http://tv.zimtv.cn/tv/player/api/huya.php?id=23728660
西游记（TVB版）,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23728660
小李飞刀（焦恩俊版）,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342397
小李飞刀（焦恩俊版）,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11342397
御赐小仵作,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352948
御赐小仵作,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352948
康熙王朝,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352940
康熙王朝,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352940
三国演义（94版）,http://tv.zimtv.cn/tv/player/api/huya.php?id=11602081
三国演义（94版）,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11602081
新三国演义,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352944
新三国演义,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352944
武林外传,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059598
武林外传,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=21059598
一代枭雄,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342398
一代枭雄,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11342398
如懿传,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465880
如懿传,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465880
问心,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352890
问心,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352890
风云雄霸天下,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059612
风云雄霸天下,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=21059612
全职高手,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352901
全职高手,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352901
炊事班的故事3,http://tv.zimtv.cn/tv/player/api/huya.php?id=19524135
炊事班的故事3,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=19524135
杨光的快乐生活,http://tv.zimtv.cn/tv/player/api/huya.php?id=11602085
杨光的快乐生活,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11602085
陈情令,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465862
陈情令,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465862
神医喜来乐,http://tv.zimtv.cn/tv/player/api/huya.php?id=11601978
神医喜来乐,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11601978
鹊刀门传奇,http://tv.zimtv.cn/tv/player/api/huya.php?id=29805872
鹊刀门传奇,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29805872
神探狄仁杰1,http://tv.zimtv.cn/tv/player/api/huya.php?id=29528581
神探狄仁杰1,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29528581
神探狄仁杰2,http://tv.zimtv.cn/tv/player/api/huya.php?id=29793925
神探狄仁杰2,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29793925
白鹿原,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342416
白鹿原,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11342416
长相思,http://tv.zimtv.cn/tv/player/api/huya.php?id=11336593
长相思,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11336593
你是我的荣耀,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352920
你是我的荣耀,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352920
我的团长我的团,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352910
我的团长我的团,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352910
镖行天下,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352969
镖行天下,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352969
星汉灿烂·月生沧海,http://tv.zimtv.cn/tv/player/api/huya.php?id=11336591
星汉灿烂·月生沧海,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11336591
将夜,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352885
将夜,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352885
铁梨花,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352912
铁梨花,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352912
天龙八部,http://tv.zimtv.cn/tv/player/api/huya.php?id=23903123
天龙八部,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23903123
轩辕剑-胡歌,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059596
轩辕剑-胡歌,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=21059596
武侠剧-金庸,http://tv.zimtv.cn/tv/player/api/huya.php?id=11602082
武侠剧-金庸,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11602082
西游记-张卫健,http://tv.zimtv.cn/tv/player/api/huya.php?id=23728660
西游记-张卫健,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23728660
西游记-陈浩民,http://tv.zimtv.cn/tv/player/api/huya.php?id=23735126
西游记-陈浩民,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23735126
封神榜-陈浩民,http://tv.zimtv.cn/tv/player/api/huya.php?id=23749096
封神榜-陈浩民,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23749096
鹿鼎记-陈小春,http://tv.zimtv.cn/tv/player/api/huya.php?id=23865080
鹿鼎记-陈小春,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23865080
鹿鼎记-梁朝伟,http://tv.zimtv.cn/tv/player/api/huya.php?id=23734183
鹿鼎记-梁朝伟,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23734183
我的野蛮婆婆,http://tv.zimtv.cn/tv/player/api/huya.php?id=23863796
我的野蛮婆婆,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23863796
九阴真经,http://tv.zimtv.cn/tv/player/api/huya.php?id=23824164
九阴真经,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23824164
法证先锋3,http://tv.zimtv.cn/tv/player/api/huya.php?id=23863804
法证先锋3,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23863804
老三国演义,http://tv.zimtv.cn/tv/player/api/huya.php?id=11602081
老三国演义,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11602081
第八号当铺,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059568
第八号当铺,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=21059568
神探狄仁杰①,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352958
神探狄仁杰①,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11352958
神探狄仁杰③,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342425
神探狄仁杰③,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11342425
宝莲灯,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059563
宝莲灯,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=21059563
葛二蛋,http://tv.zimtv.cn/tv/player/api/huya.php?id=11602072
葛二蛋,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11602072
许三多,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342430
许三多,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=11342430
家庭剧,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352872
搞笑剧,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059634
刑侦剧,http://tv.zimtv.cn/tv/player/api/huya.php?id=20969130

埋堆轮播,#genre#
陈浩民孙悟空,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465859
陈浩民孙悟空,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465859
金枝欲孽,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465847
金枝欲孽,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465847
寻秦记,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465848
寻秦记,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465848
封神榜,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465849
封神榜,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465849
大唐双龙传,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465850
大唐双龙传,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465850
洗冤录,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465851
洗冤录,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465851
创世纪,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465852
创世纪,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465852
妙手仁心,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465853
妙手仁心,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465853
楚汉骄雄,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465854
楚汉骄雄,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465854
扫黄先锋,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465855
扫黄先锋,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465855
刑事侦缉档案,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465856
刑事侦缉档案,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465856
陀枪师姐,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465857
陀枪师姐,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465857
笑看风云,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465858
笑看风云,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465858
法证先锋4,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465861
法证先锋4,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465861
张卫健孙悟空,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465860
张卫健孙悟空,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465860
陆贞传奇,http://tv.zimtv.cn/tv/player/api/huya.php?id=29982670
陆贞传奇,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29982670
天龙八部,http://tv.zimtv.cn/tv/player/api/huya.php?id=20985816
天龙八部,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=20985816
倚天屠龙记,http://tv.zimtv.cn/tv/player/api/huya.php?id=30434405
倚天屠龙记,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=30434405

西游记,#genre#
第一集,https://c1.rrcdnbf3.com/video/xiyouji86ban/第01集/index.m3u8
第二集,https://c1.rrcdnbf3.com/video/xiyouji86ban/第02集/index.m3u8
第三集,https://c1.rrcdnbf3.com/video/xiyouji86ban/第03集/index.m3u8
第四集,https://c1.rrcdnbf3.com/video/xiyouji86ban/第04集/index.m3u8
第五集,https://c1.rrcdnbf3.com/video/xiyouji86ban/第05集/index.m3u8
第六集,https://c1.rrcdnbf3.com/video/xiyouji86ban/第06集/index.m3u8
第七集,https://c1.rrcdnbf3.com/video/xiyouji86ban/第07集/index.m3u8
第八集,https://c1.rrcdnbf3.com/video/xiyouji86ban/第08集/index.m3u8
第九集,https://c1.rrcdnbf3.com/video/xiyouji86ban/第09集/index.m3u8
第十集,https://c1.rrcdnbf3.com/video/xiyouji86ban/第10集/index.m3u8
第十一集,https://c1.rrcdnbf3.com/video/xiyouji86ban/第11集/index.m3u8
第十二集,https://c1.rrcdnbf3.com/video/xiyouji86ban/第12集/index.m3u8
第十三集,https://c1.rrcdnbf3.com/video/xiyouji86ban/第13集/index.m3u8
第十四集,https://c1.rrcdnbf3.com/video/xiyouji86ban/第14集/index.m3u8
第十五集,https://c1.rrcdnbf3.com/video/xiyouji86ban/第15集/index.m3u8
第十六集,https://c1.rrcdnbf3.com/video/xiyouji86ban/第16集/index.m3u8
第十七集,https://c1.rrcdnbf3.com/video/xiyouji86ban/第17集/index.m3u8
第十八集,https://c1.rrcdnbf3.com/video/xiyouji86ban/第18集/index.m3u8
第十九集,https://c1.rrcdnbf3.com/video/xiyouji86ban/第19集/index.m3u8
第二十集,https://c1.rrcdnbf3.com/video/xiyouji86ban/第20集/index.m3u8
第二十一集,https://c1.rrcdnbf3.com/video/xiyouji86ban/第21集/index.m3u8
第二十二集,https://c1.rrcdnbf3.com/video/xiyouji86ban/第22集/index.m3u8
第二十三集,https://c1.rrcdnbf3.com/video/xiyouji86ban/第23集/index.m3u8
第二十四集,https://c1.rrcdnbf3.com/video/xiyouji86ban/第24集/index.m3u8
第二十五集,https://c1.rrcdnbf3.com/video/xiyouji86ban/第25集/index.m3u8

西游记续集,#genre#
第一集,https://c1.rrcdnbf3.com/video/xiyoujixuji/第01集/index.m3u8
第二集,https://c1.rrcdnbf3.com/video/xiyoujixuji/第02集/index.m3u8
第三集,https://c1.rrcdnbf3.com/video/xiyoujixuji/第03集/index.m3u8
第四集,https://c1.rrcdnbf3.com/video/xiyoujixuji/第04集/index.m3u8
第五集,https://c1.rrcdnbf3.com/video/xiyoujixuji/第05集/index.m3u8
第六集,https://c1.rrcdnbf3.com/video/xiyoujixuji/第06集/index.m3u8
第七集,https://c1.rrcdnbf3.com/video/xiyoujixuji/第07集/index.m3u8
